Token,Predict
dreamt,dream.v.01
of,O
studying,study.v.04
medicine,medicine.n.03
broke,break_down.v.03
down,O
all~at~once,all_at_once.r.02
will,O
take,take.v.22
witness~stand,witness_stand.n.01
on,O
How,O
many,O
home~runs,home_run.n.01
did,O
hit,hit.v.08
club,club.n.07
spawned,spawn.v.01
do,O
n't,O
know,know.v.01
where,location.n.01
's,O
office,office.n.01
is,be.v.03
wants,want.v.01
'm,O
very,very.r.01
afraid,afraid.a.01
want,want.v.01
to,O
fly,fly.v.01
above,O
clouds,cloud.n.02
called,call.v.03
misled,mislead.v.02
Only,O
six,O
people,person.n.01
came,come.v.02
to,O
party,party.n.04
have,O
n't,O
received,receive.v.01
anything,entity.n.01
yet,O
is,be.v.03
to,O
east,east.n.05
of,O
wo,O
n't,O
bite,bite.v.01
fells,fell.v.01
trees,tree.n.01
in,O
mountain,mountain.n.01
war,war.n.01
in,O
broke,break_out.v.01
out,O
ten,O
years,year.n.01
ago,O
Everybody,person.n.01
calls,call.v.01
small,small.a.01
cat,cat.n.01
had,O
eyes,eye.n.01
checked,check.v.01
do,O
n't,O
like,like.v.02
coffee,coffee.n.01
took,take.v.16
picture,picture.n.01
of,O
dog,dog.n.01
and,O
sent,send.v.03
to,O
festival,festival.n.02
is,O
free,free.a.03
punished,punish.v.01
children,child.n.02
came,come.v.02
at,O
about,O
six,O
'm,O
still,O
thirsty,thirsty.a.02
'm,be.v.02
one,person.n.01
killed,kill.v.01
's,O
brilliant,brilliant.a.01
hid,hide.v.01
face,face.n.01
in,O
hands,hand.n.01
knows,know.v.01
lied,lie.v.05
arrived,arrive.v.01
at,O
station,station.n.01
five,O
kind,entity.n.01
of,O
stone,stone.n.01
is,be.v.01
substituted,substitute.v.01
injured,injured.a.01
player,player.n.01
witch,witch.n.01
threw,throw.v.01
toad,toad.n.01
into,O
cauldron,cauldron.n.01
's,O
house,house.n.01
was,O
destroyed,destroy.v.01
by,O
hurricane,hurricane.n.01
'll,O
put,put.v.01
somewhere,location.n.01
safe,safe.a.01
filled,fill.v.01
vase,vase.n.01
with,O
water,water.n.01
used,O
to,O
love,love.v.03
left,leave.v.01
bedroom,bedroom.n.01
and,O
entered,enter.v.01
living~room,living_room.n.01
How,O
much,O
does,O
cost,cost.v.01
need,need.v.02
to,O
shit,shit.v.02
dentist,dentist.n.01
pulled,pull.v.15
bad,bad.a.03
tooth,tooth.n.01
's,be.v.08
not,O
good,good.a.08
cook,cook.n.01
emigrated,emigrate.v.01
to,O
when,O
was,O
thirty,O
car,car.n.01
is,O
exceeding,exceed.v.01
speed~limit,speed_limit.n.01
is,O
timid,timid.a.01
n't,O
's,O
traitor,traitor.n.01
Many,O
peasants,peasant.n.01
died,die.v.01
during,O
drought,drought.n.01
're,O
unhappy,unhappy.a.01
Sue,female.n.02
picked,pick_up.v.02
up,O
pencil,pencil.n.01
off,O
floor,floor.n.01
Palestine,region.n.03
is,O
called,call.v.01
in,O
prince,prince.n.01
slew,slay.v.01
dragon,dragon.n.01
There,O
were,be.v.03
many,O
students,student.n.01
in,O
room,room.n.01
write,write.v.01
poems,poem.n.01
is,be.v.01
Norwegian,country.n.02
town,town.n.01
think,think.v.01
is,O
drunk,drunk.a.01
is,O
always,time.n.01
smoking,smoke.v.01
did,O
vote,vote.v.01
for,O
Playing,play.v.01
go,go.n.04
is,be.v.02
favorite,favorite.a.02
pastime,pastime.n.01
's,O
not,O
simple,simple.a.01
showed,show.v.04
album,album.n.02
to,O
None,entity.n.01
of,O
was,be.v.01
fault,fault.n.01
have,O
been,be.v.03
to,O
twice,O
beautiful,beautiful.a.01
place,place.n.01
loves,love.v.03
wife,wife.n.01
tree,tree.n.01
stopped,stop.v.02
growing,grow.v.03
is,O
n't,O
eating,eat.v.01
apple,apple.n.01
exaggerated,exaggerate.v.01
ca,O
n't,O
beat,beat.v.01
at,O
chess,chess.n.02
am,O
wetting,wet.v.01
handkerchief,handkerchief.n.01
've,O
studied,study.v.04
Japanese,japanese.n.02
for,O
five,O
years,year.n.01
elephant,elephant.n.01
was,O
killed,kill.v.01
by,O
hunter,hunter.n.01
Everyone,person.n.01
knows,know.v.04
everyone,person.n.01
had,O
purse,purse.n.01
stolen,steal.v.01
hates,hate.v.01
pond,pond.n.01
has,O
dried,dry_up.v.01
up,O
express,express.n.02
arrives,arrive.v.01
at,O
was,be.v.01
blackmailer,blackmailer.n.01
Mongolian,country.n.02
army,army.n.01
approached,approach.v.01
city,city.n.01
name,name.n.01
is,be.v.02
How,O
far,far.a.01
is,O
dripped,drip.v.01
Is,O
busy,busy.a.01
was,O
expelled,expel.v.01
from,O
private~school,private_school.n.01
live,live.v.01
in,O
now,O
's,O
very,very.r.01
tall,tall.a.01
can,O
drive,drive.v.01
now,O
put,put.v.01
all,entity.n.01
money,money.n.01
in,O
box,box.n.01
are,O
nice,nice.a.01
bought,buy.v.01
new,new.a.05
pair,O
of,O
glasses,glasses.n.01
remember,remember.v.01
meeting,meet.v.01
somewhere,location.n.01
was,O
sharpening,sharpen.v.01
knife,knife.n.01
are,O
naughty,naughty.a.02
All,O
students,student.n.01
are,O
present,present.a.02
comes,come.v.08
from,O
cooked,cook.v.02
dinner,dinner.n.01
's,be.v.03
in,O
was,O
coughing,cough.v.01
father,father.n.01
likes,like.v.02
strong,strong.a.04
coffee,coffee.n.01
was,O
delicious,delicious.a.02
'm,O
sick,sick.a.04
of,O
eating,eat.v.01
fast~food,fast_food.n.01
wedding,wedding.n.01
will,O
take,take_place.v.01
place,O
on,O
Yumi,female.n.02
is,O
good,good.a.01
at,O
playing,play.v.01
tennis,tennis.n.01
bought,buy.v.01
hat,hat.n.01
at,O
store,store.n.01
Can,O
borrow,borrow.v.01
hair~dryer,hair_dryer.n.01
boss,boss.n.01
is,O
suffering,suffer.v.02
from,O
bad,bad.a.02
cold,cold.n.01
kind,entity.n.01
of,O
inhaler,inhaler.n.01
do,O
use,use.v.01
've,O
been,O
dreaming,dream.v.01
of,O
trip,trip.n.01
for,O
long,long.a.01
time,time.n.03
is,be.v.01
old,old.a.01
castle,castle.n.02
climbed,climb.v.01
to,O
summit,summit.n.02
has,O
been,O
living,live.v.01
in,O
for,O
three,O
years,year.n.01
washed,wash.v.01
carpet,carpet.n.01
offered,offer.v.02
handkerchief,handkerchief.n.01
showed,show.v.04
photo,photo.n.01
opened,open.v.01
freezer,freezer.n.01
and,O
got,get_out.v.02
out,O
ice~cream,ice_cream.n.01
ticket,ticket.n.01
is,O
valid,valid.a.02
to,O
are,O
insured,insure.v.03
with,O
damned,damned.a.01
computer,computer.n.01
wo,O
n't,O
work,work.v.04
old,old.n.01
woman,woman.n.01
exited,exit.v.01
bus,bus.n.01
ca,O
n't,O
stop,stop.v.01
now,O
cooked,cook.v.01
dinner,dinner.n.01
charged,charge.v.03
dollars,dollar.n.01
hour,hour.n.01
for,O
mowing,mow.v.01
lawns,lawn.n.01
am,O
clearing,clear.v.24
throat,throat.n.01
If,O
're,O
tired,tired.a.01
go,go.v.01
to,O
bed,bed.n.01
medical,medical.a.01
technology,technology.n.01
has,O
been,be.v.02
one,O
of,O
spin-offs,spin-off.n.01
space~program,space_program.n.01
grabbed,grab.v.03
bag,bag.n.01
's,O
dog,dog.n.01
is,O
brown,brown.a.01
used,O
to,O
love,love.v.03
do,O
not,O
accept,accept.v.02
tips,tip.n.02
dictionary,dictionary.n.01
contains,contain.v.01
about,O
half~a~million,O
words,word.n.01
diced,dice.v.01
carrots,carrot.n.01
and,O
added,add.v.01
to,O
stew,stew.n.02
'm,O
going,go.v.01
to,O
restaurant,restaurant.n.01
'm,O
not,O
hungry,hungry.a.01
right,O
now,O
was,O
risky,risky.a.01
dog,dog.n.01
is,O
sensitive,sensitive.a.03
to,O
smell,smell.n.01
farm,farm.n.01
belongs,belong.v.01
to,O
family,family.n.04
're,O
winning,win.v.01
checked,check.v.01
twice,O
bag,bag.n.01
is,O
very,very.r.01
heavy,heavy.a.01
As~soon~as,O
sat,sit_down.v.01
down,O
picked,pick_up.v.02
up,O
telephone,telephone.n.01
left,leave.v.02
cat,cat.n.01
outside,O
house,house.n.01
is,be.v.01
very,very.r.01
beautiful,beautiful.a.01
girl,girl.n.01
Someone,person.n.01
stole,steal.v.01
driving~licence,driving_licence.n.01
terrorists,terrorist.n.01
have,O
failed,fail.v.02
ordered,order.v.02
book,book.n.02
from,O
plastic,plastic.n.01
chair,chair.n.01
is,O
cheap,cheap.a.01
teeth,tooth.n.01
were,O
white,white.a.01
made,make.v.39
cookies,cookie.n.01
was,O
born,bear.v.02
on,O
love,love.v.01
comic~books,comic_book.n.01
has,O
hit,hit.v.08
jackpot,jackpot.n.01
once~again,O
kind,entity.n.01
of,O
souvenirs,souvenir.n.01
did,O
buy,buy.v.01
ran,run_into.v.04
into,O
in,O
street,street.n.01
restaurant,restaurant.n.01
is,O
empty,empty.a.01
was,O
n't,O
flirting,flirt.v.01
love,love.v.01
hot~dogs,hot_dog.n.02
tapped,tap.v.03
on,O
shoulder,shoulder.n.01
ca,O
n't,O
afford,afford.v.03
to,O
buy,buy.v.01
laptop,laptop.n.01
for,O
son,son.n.01
hate,hate.v.01
is,O
happy,happy.a.01
now,O
one,person.n.01
's,O
working,work.v.01
's,be.v.01
nice,nice.a.01
T-shirt,t-shirt.n.01
costs,cost.v.01
euros,euro.n.01
is,be.v.08
not,O
good,good.a.08
driver,driver.n.01
Everyone,person.n.01
was,O
hungry,hungry.a.01
and,O
are,be.v.01
unbeatable,unbeatable.a.01
team,team.n.01
started,start.v.01
running,run.v.01
am,O
years,year.n.01
old,old.a.01
is,O
unperturbed,unperturbed.a.01
bores,bore.v.01
everybody,person.n.01
Where,location.n.01
did,O
guys,guy.n.01
meet,meet.v.08
There,O
are,be.v.03
more~than,O
nations,nation.n.01
in,O
world,world.n.04
died,die.v.01
three,O
years,year.n.01
ago,O
ship,ship.n.01
left,leave.v.01
Russia,state.n.04
rejected,reject.v.01
demands,demand.n.01
hurt,hurt.v.01
elbow,elbow.n.01
There,O
is,be.v.03
strange,strange.a.02
man,man.n.01
at,O
door,door.n.01
Everyone,person.n.01
shook,shake.v.09
hands,hand.n.01
struck,strike.v.01
wall,wall.n.01
with,O
fist,fist.n.01
smiled,smile.v.01
hate,hate.v.01
was,O
very,very.r.01
proud,proud.a.01
of,O
's,O
very,very.r.01
knowledgeable,knowledgeable.a.01
pocketed,pocket.v.01
money,money.n.01
gave,give.v.03
does,O
n't,O
live,live.v.01
in,O
anymore,O
casino,casino.n.01
is,O
losing,lose.v.07
money,money.n.01
cat,cat.n.01
sprang,spring.v.01
at,O
bird,bird.n.01
felt,feel.v.01
deep,deep.a.05
pain,pain.n.01
went,go.v.01
on,O
foot,foot.n.01
filled,fill.v.01
glasses,glasses.n.03
with,O
wine,wine.n.01
man,man.n.01
is,O
playing,play.v.07
guitar,guitar.n.01
've,O
scolded,scold.v.01
many,O
times,time.n.01
atomic,atomic.a.02
tests,test.n.05
at,O
took,take_place.v.01
place,O
in,O
owes,owe.v.03
ten,O
dollars,dollar.n.01
are,be.v.02
leftovers,leftovers.n.01
from,O
lunch,lunch.n.01
studied,study.v.04
law,law.n.06
at,O
bowed,bow.v.03
to,O
teacher,teacher.n.01
's,O
by~no~means,O
lacking,lack.v.01
in,O
consideration,consideration.n.04
just,just.r.01
shy,shy.a.01
was,O
brave,brave.a.01
dog,dog.n.01
was,O
hit,hit.v.02
by,O
car,car.n.01
watch,watch.n.01
is,O
slow,slow.a.04
does,O
not,O
love,love.v.01
cheese,cheese.n.01
committee,committee.n.01
consists,consist.v.04
of,O
twelve,O
members,member.n.01
feet,foot.n.01
are,O
cold,cold.a.01
sky,sky.n.01
is,O
blue,blue.a.01
lives,live.v.01
in,O
slum,slum.n.01
Do,O
n't,O
spill,spill.v.05
beans,secret.n.01
'm,O
interested,interested.a.01
in,O
music,music.n.01
was,be.v.01
boy,boy.n.01
said,say.v.02
impatiently,impatiently.r.01
glanced,glance.v.01
towards,O
Hundreds~of~thousands,O
of,O
women,woman.n.01
had,O
been,O
raped,rape.v.01
currently,O
employs,employ.v.02
people,person.n.01
How,O
many,O
people,person.n.01
survived,survive.v.01
concentration~camp,concentration_camp.n.01
are,O
brake~pads,brake_pad.n.01
made,make.v.06
of,O
armed,arm.v.02
with,O
pistol,pistol.n.01
bought,buy.v.01
drinks,drink.n.01
lot,O
of,O
pens,pen.n.01
's,O
not,O
jealous,jealous.a.02
adores,adore.v.01
is,O
not,O
Korean,country.n.02
There,O
is,be.v.03
red,red.a.01
rose,rose.n.01
in,O
pot,pot.n.04
According,according.a.02
to,O
survey,survey.n.01
people,person.n.01
are,O
suffering,suffer.v.01
from,O
poverty,poverty.n.01
in,O
world,world.n.01
small,small.a.01
skirt,skirt.n.01
is,O
pink,pink.a.01
plane,plane.n.01
flew,fly.v.01
east,east.n.05
called,call.v.03
but,O
line,line.n.15
was,O
busy,busy.a.05
is,be.v.08
expert,expert.a.01
watchmaker,watchmaker.n.01
offered,offer.v.02
fifty,O
pence,penny.n.01
and,O
accepted,accept.v.02
When,O
heard,hear.v.02
was,O
dumbfounded,dumbfounded.a.01
was,O
totally,totally.r.01
secret,secret.a.01
is,O
still,O
celebrating,celebrate.v.02
explored,explore.v.02
in,O
is,be.v.08
good,good.a.08
violinist,violinist.n.01
n't,O
allergic,allergic.a.02
to,O
plants,plant.n.02
've,O
always,time.n.01
hated,hate.v.01
boy,boy.n.01
looked,look_like.v.01
like,O
grownup,grownup.n.01
ruined,ruin.v.01
has,O
won,win.v.01
many,O
races,race.n.02
Seven,O
vehicles,vehicle.n.01
were,O
destroyed,destroy.v.01
dog,dog.n.01
nipped,nip.v.02
at,O
sat,sit.v.03
at,O
desk,desk.n.01
suffered,suffer.v.02
from,O
smog,smog.n.01
've,O
attempted,attempt.v.01
suicide,suicide.n.01
twice,O
is,O
walking,walk.v.09
dog,dog.n.01
boys,boy.n.01
set,set_up.v.03
up,O
hockey~rink,ice-hockey_rink.n.01
on,O
frozen,frozen.a.01
pond,pond.n.01
had,O
signed,sign.v.01
treaty,treaty.n.01
with,O
government,government.n.01
in,O
mispronounces,mispronounce.v.01
many,O
words,word.n.01
was,be.v.02
's,O
last~name,last_name.n.01
has,have.v.01
book,book.n.02
flight,flight.n.02
to,O
should,O
take,take.v.02
about,O
ninety,O
minutes,minute.n.01
pregnant,pregnant.a.01
ran,run_away.v.01
away,O
with,O
tears,tear.n.01
in,O
eyes,eye.n.01
Nobody,person.n.01
encouraged,encourage.v.02
is,O
escaping,escape.v.06
has,O
been,be.v.03
to,O
three,O
times,time.n.01
cleared,clear.v.24
throat,throat.n.01
and,O
continued,continue.v.01
to,O
speak,speak.v.01
saw,see.v.03
nothing,entity.n.01
is,O
n't,O
that,O
simple,simple.a.01
know,know.v.04
but,O
does,O
n't,O
There,O
is,be.v.03
someone,person.n.01
in,O
room,room.n.01
managed,manage.v.01
to,O
sell,sell.v.01
car,car.n.01
for,O
lot,O
of,O
money,money.n.01
'm,be.v.08
truck~driver,truck_driver.n.01
'm,O
happy,happy.a.01
too,O
reeled,reel.v.03
in,O
huge,huge.a.01
fish,fish.n.01
yesterday,O
is,O
plastered,plastered.a.03
is,O
man,man.n.01
more~than,O
forty,O
years,year.n.01
old,old.a.01
Let,O
's,O
escape,escape.v.01
together,O
peeled,peel.v.01
potatoes,potato.n.01
's,O
had,have.v.07
lot,O
of,O
girlfriends,girlfriend.n.02
was,O
paralyzed,paralyze.v.02
with,O
terror,terror.n.01
is,O
awake,awake.a.01
now,O
was,be.v.08
American,country.n.02
linguist,linguist.n.01
is,O
divorcing,divorce.v.02
was,O
accompanied,accompany.v.04
by,O
wife,wife.n.01
Would,O
stop,stop.v.02
babbling,babble.v.01
wrung,wring.v.01
chicken,chicken.n.02
's,O
neck,neck.n.01
called,call.v.01
stuffed,stuffed.a.01
squirrel,squirrel.n.01
wore,wear.v.02
flower,flower.n.01
crown,crown.n.04
arrived,arrive.v.01
two,O
days,day.n.01
ago,O
was,O
staring,stare.v.01
at,O
nuisance,nuisance.n.02
that,entity.n.01
child,child.n.01
is,be.v.01
building,building.n.01
has,have.v.02
name,name.n.01
lost,lose.v.04
mobile~phone,mobile_phone.n.01
sailed,sail.v.01
're,O
not,O
sure,sure.a.01
where,location.n.01
is,be.v.03
brushed,brush.v.01
hair,hair.n.01
fire~fighters,fire_fighter.n.01
put,put_out.v.03
out,O
fire,fire.n.01
shivered,shiver.v.02
'm,O
fantastic,fantastic.a.02
have,O
been,be.v.03
to,O
many,O
times,time.n.01
works,work.v.02
for,O
bank,bank.n.02
am,be.v.02
want,want.v.01
to,O
marry,marry.v.01
stone,stone.n.01
is,O
beautiful,beautiful.a.01
Where,location.n.01
did,O
find,find.v.01
have,have.v.01
orange,orange.n.01
and,O
apple,apple.n.01
There,O
are,be.v.03
tennis~courts,tennis_court.n.01
in,O
park,park.n.02
Something,entity.n.01
bit,bite.v.01
made,make.v.24
huge,huge.a.01
mistake,mistake.n.01
climbed,climb.v.01
is,be.v.08
detective,detective.n.01
did,do.v.02
few,O
times,time.n.01
am,O
lesbian,lesbian.a.01
was,O
wearing,wear.v.02
mask,mask.n.01
bell,bell.n.03
rang,ring.v.01
and,O
train,train.n.01
began,begin.v.03
to,O
move,move.v.01
paid,pay.v.01
twenty~thousand,O
yen,yen.n.02
for,O
hearing~aid,hearing_aid.n.01
'm,O
sitting,sit.v.01
next,next.a.02
to,O
has,have.v.04
three~thousand,O
books,book.n.02
retired,retire.v.01
in,O
Dinosaur,dinosaur.n.01
remains,remains.n.02
were,O
found,find.v.02
in,O
belongs,belong.v.05
to,O
fire,fire.n.04
is,O
out,out.a.02
Four,O
times,times.n.02
five,O
is,be.v.06
twenty,O
bought,buy.v.01
old,old.a.02
lamp,lamp.n.02
elder,old.a.01
sister,sister.n.01
is,O
older,old.a.01
than,O
eldest,old.a.01
brother,brother.n.01
paid,pay.v.01
at~most,O
ten~thousand,O
dollars,dollar.n.01
wind,wind.n.01
has,O
abated,abate.v.01
Do,O
know,know.v.01
where,location.n.01
watch,watch.n.01
is,be.v.03
is,O
too,too.r.01
weak,weak.a.07
to,O
work,work.v.02
bathtub,bathtub.n.01
overflowed,overflow.v.01
while,O
was,O
talking,talk.v.01
on,O
phone,phone.n.01
Two,O
plus,plus.n.02
two,O
makes,make.v.32
four,O
died,die.v.01
years,year.n.01
ago,O
Nobody,person.n.01
lives,live.v.01
in,O
house,house.n.01
There,O
were,be.v.03
many,O
rotten,rotten.a.02
apples,apple.n.01
in,O
basket,basket.n.01
owns,own.v.01
two~thousand,O
books,book.n.02
could,O
n't,O
come,come.v.01
to,O
birthday~party,birthday_party.n.01
like,like.v.03
chocolate~ice~cream,chocolate_ice_cream.n.01
is,O
younger,young.a.01
than,O
's,O
three,O
years,year.n.01
older,old.a.01
than,O
do,O
n't,O
have,have.v.01
number,number.n.04
bridge,bridge.n.01
looks,look.v.02
steady,steady.a.03
paid,pay.v.01
with,O
credit~card,credit_card.n.01
will,O
visit,visit.v.07
's,be.v.01
trap,trap.n.03
'm,O
angry,angry.a.01
with,O
was,O
born,bear.v.02
in,O
is,be.v.02
scientific,scientific.a.01
name,name.n.01
for,O
tobacco,tobacco.n.01
Where,location.n.01
is,be.v.03
How,O
high,high.a.02
is,O
pitcher's~mound,pitcher's_mound.n.01
is,be.v.08
is,O
n't,O
very,very.r.01
hungry,hungry.a.01
left,leave.v.01
ten,O
minutes,minute.n.01
ago,O
received,receive.v.01
award,award.n.02
posthumously,posthumously.r.01
washed,wash.v.09
blood,blood.n.01
off,O
hands,hand.n.01
married,marry.v.01
fireman,fireman.n.04
sat,sit_down.v.01
down,O
beside,O
wound,wound.n.01
is,O
healing,heal.v.02
flower,flower.n.01
is,be.v.01
kind,entity.n.01
of,O
rose,rose.n.01
wiped,wipe_out.v.04
out,O
of,O
memory,memory.n.02
bumped,bump_into.v.01
into,O
window,window.n.01
Japanese,japanese.n.02
is,be.v.02
mother~tongue,mother_tongue.n.01
prepared,prepare.v.02
lunch,lunch.n.01
for,O
stinks,stink.v.02
was,be.v.02
first,O
gold~medal,gold_medal.n.01
that,O
had,O
won,win.v.01
meeting,meeting.n.01
broke,break_up.v.13
up,O
at,O
seven,O
love,love.v.01
vanilla~ice~cream,vanilla_ice_cream.n.01
water,water.n.01
's,O
leaking,leak.v.03
from,O
elbow,elbow.n.03
of,O
pipe,pipe.n.02
'm,O
unhappy,unhappy.a.01
am,be.v.03
from,O
gun,gun.n.01
is,O
n't,O
loaded,loaded.a.02
do,O
not,O
want,want.v.01
to,O
clean,clean_up.v.03
up,O
dog,dog.n.01
poop,poop.n.01
Nowadays,O
anybody,person.n.01
can,O
get,get.v.01
books,book.n.02
Many,O
people,person.n.01
admire,admire.v.02
has,O
dropped,drop.v.01
ball,ball.n.01
has,O
n't,O
reimbursed,reimburse.v.01
yet,O
's,be.v.01
riveting,riveting.a.01
story,story.n.01
cardinals,cardinal.n.01
have,O
elected,elect.v.01
new,new.a.01
pope,pope.n.01
named,name.v.01
baby,baby.n.01
was,O
kidnapped,kidnap.v.01
by,O
terrorists,terrorist.n.01
is,O
more,O
clever,clever.a.02
than,O
Can,O
whistle,whistle.v.01
is,O
playing,play.v.05
with,O
toy,toy.n.01
truck,truck.n.01
uncle,uncle.n.01
brought,bring.v.01
new,new.a.05
for,O
always,O
eat,eat_out.v.01
out,O
'm,O
grateful,grateful.a.01
for,O
did,do.v.02
is,O
extremely,extremely.r.02
unfriendly,unfriendly.a.02
cellphone,cellphone.n.01
is,O
ringing,ring.v.01
hot,hot.a.01
bath,bath.n.02
relaxed,relax.v.01
girl,girl.n.01
started,start.v.02
to,O
sob,sob.v.01
exam,exam.n.01
was,O
two~and~a~half,O
hours,hour.n.01
long,long.a.01
made,make.v.39
dinner,dinner.n.01
were,O
seated,seat.v.01
at,O
table,table.n.03
in,O
restaurant,restaurant.n.01
and,O
are,O
always,O
flirting,flirt.v.01
with,O
each~other,group.n.01
Suddenly,suddenly.r.01
rain,rain.n.02
began,begin.v.01
to,O
fall,fall.v.05
too,O
like,like.v.02
apples,apple.n.01
's,O
eating,eat.v.01
something,entity.n.01
cat,cat.n.01
ate,eat.v.01
mouse,mouse.n.01
Is,O
someone,person.n.01
taking,take_care.v.02
care,O
of,O
like,like.v.02
playing,play.v.01
tennis,tennis.n.01
and,O
golf,golf.n.01
is,O
ill,ill.a.01
's,O
not,O
afraid,afraid.a.01
of,O
snakes,snake.n.01
's,O
kind~of,kind_of.r.01
shy,shy.a.01
is,O
awesome,awesome.a.01
made,make.v.16
statement,statement.n.01
think,think.v.02
ate,eat.v.01
about,O
oysters,oyster.n.01
's,be.v.02
guardian~angel,guardian_angel.n.01
Whoever,person.n.01
comes,come.v.01
say,say.v.01
am,O
away,away.a.01
from,O
home,home.n.01
hate,hate.v.01
spiders,spider.n.01
Open,open.v.01
book,book.n.02
on,O
page,page.n.01
nine,O
's,O
super,super.r.01
simple,simple.a.01
book,book.n.01
has,have.v.02
number,O
of,O
mistakes,mistake.n.03
but,O
's,O
interesting,interesting.a.01
genius,genius.n.01
is,be.v.01
milked,milk.v.01
cow,cow.n.01
train,train.n.01
leaves,leave.v.01
at,O
chased,chase.v.02
condom,condom.n.01
broke,break.v.02
lent,lend.v.02
pesos,peso.n.03
Many,O
admire,admire.v.01
're,O
taller,tall.a.01
than,O
show,show.n.01
was,O
exciting,exciting.a.01
accompanied,accompany.v.02
to,O
hospital,hospital.n.01
'm,O
always,O
bored,bored.a.01
with,O
boastful,boastful.a.01
talk,talk.n.01
was,O
eating,eat.v.01
sandwich,sandwich.n.01
likes,like.v.03
rolled,roll_up.v.01
up,O
sleeves,sleeve.n.01
dog,dog.n.01
bit,bite.v.01
leg,leg.n.01
anybody,person.n.01
else,O
absent,absent.a.01
nephew,nephew.n.01
was,O
absorbed,absorbed.a.01
in,O
splendid,splendid.a.01
fireworks,firework.n.01
weighs,weigh.v.01
over,O
kilograms,kilogram.n.01
erased,erase.v.02
blackboard,blackboard.n.01
for,O
teacher,teacher.n.01
Nine~million,O
people,person.n.01
voted,vote.v.01
in,O
election,election.n.01
is,be.v.01
poison,poison.n.01
as~well,O
furniture,furniture.n.01
was,O
bought,buy.v.01
at,O
auction,auction.n.02
ate,eat.v.01
apple,apple.n.01
bought,buy.v.01
few,O
stamps,stamp.n.04
shined,shine.v.10
father,father.n.01
's,O
shoes,shoe.n.01
cookies,cookie.n.01
are,be.v.03
under,O
table,table.n.02
see,see.v.01
giraffe,giraffe.n.01
gave,give.v.03
dog,dog.n.01
bone,bone.n.01
grunted,grunt.v.01
is,O
folding,fold.v.01
shirt,shirt.n.01
is,be.v.02
theirs,person.n.01
won,win.v.01
bronze~medal,bronze_medal.n.01
man,man.n.01
is,O
filling,fill.v.01
plastic,plastic.n.01
container,container.n.01
is,O
proficient,proficient.a.02
in,O
French,french.n.01
old,old.a.02
house,house.n.01
is,O
haunted,haunted.a.03
teaches,teach.v.01
at,O
people,person.n.01
died,die.v.01
when,O
sank,sink.v.04
in,O
In,O
atomic~bomb,atomic_bomb.n.01
was,O
dropped,drop.v.02
on,O
Napoleon,male.n.02
marched,march.v.06
armies,army.n.01
into,O
school,school.n.01
was,O
established,establish.v.02
in,O
took,take.v.02
three,O
hours,hour.n.01
to,O
do,do.v.02
homework,homework.n.01
made,make.v.06
bookshelf,bookshelf.n.01
is,be.v.03
still,O
in,O
hospital,hospital.n.01
can,O
not,O
fix,fix.v.01
